Sample,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6
0,0,570,318,704,235,158,787
1,0,571,324,705,230,160,784
2,0,572,341,705,235,165,781
3,0,570,335,704,234,161,782
4,0,569,351,705,237,161,783
5,0,570,351,703,239,157,783
6,1,571,368,705,240,157,784
7,0,570,392,705,240,155,785
8,0,570,413,708,241,162,785
9,0,569,415,706,239,164,786
10,0,569,423,707,240,163,787
11,0,571,393,708,234,165,788
12,0,571,379,707,232,166,789
13,0,570,395,708,238,167,789
14,0,571,404,707,241,172,789
15,0,570,407,708,234,177,789
16,0,571,389,708,238,171,789
17,0,569,381,709,239,175,790
18,0,572,380,709,239,174,791
19,0,572,387,709,239,176,790
20,0,573,396,709,238,176,792
21,0,573,391,709,239,176,791
22,0,574,402,709,240,176,790
23,0,575,413,709,239,173,790
24,0,573,416,710,240,174,791
25,1,574,401,710,239,172,791
26,0,575,401,710,239,170,791
27,0,575,402,710,238,176,791
28,0,574,385,710,236,175,791
29,0,574,387,710,237,174,791
30,0,576,374,710,234,174,792
31,0,575,380,710,233,173,791
32,0,574,371,710,232,171,791
33,0,575,362,710,233,173,792
34,0,575,356,711,232,170,791
35,1,575,359,711,233,172,791
36,0,575,351,712,232,177,792
37,0,576,345,712,233,179,792
38,0,578,330,712,233,170,792
39,0,578,338,712,233,172,792
40,0,579,323,711,233,171,792
41,0,580,342,711,233,174,791
42,0,584,384,713,233,176,792
43,0,588,401,714,232,177,790
44,0,594,447,717,231,176,783
45,0,596,439,719,230,173,783
46,0,599,444,720,230,171,782
47,0,594,446,719,230,173,782
48,0,593,457,719,231,166,781
49,0,596,459,718,233,168,781
50,0,590,460,718,234,172,782
51,0,589,470,718,234,174,784
52,0,589,473,718,235,173,784
53,1,580,482,717,236,172,786
54,0,573,495,714,237,166,786
55,0,579,515,716,240,163,787
56,0,582,517,716,237,162,787
57,0,579,513,713,236,161,787
58,0,579,491,713,237,168,788
59,0,580,487,713,237,167,789
60,0,580,486,712,240,168,790
61,0,579,494,713,236,166,788
62,0,581,519,712,239,172,790
63,0,580,520,712,236,174,789
64,0,580,536,712,236,174,788
65,0,580,538,713,236,175,789
66,0,581,548,713,236,174,789
67,0,580,549,713,237,176,786
68,0,583,563,713,241,177,787
69,0,588,568,714,237,175,787
70,0,595,573,714,236,175,786
71,0,599,577,718,235,176,785
72,0,605,582,720,236,175,785
73,0,602,581,722,236,171,784
74,0,597,577,722,235,165,782
75,0,607,585,724,235,165,782
76,0,612,592,724,234,165,781
77,0,615,593,724,235,167,781
78,0,620,594,725,234,168,782
79,0,613,592,725,235,166,782
80,0,615,594,725,235,168,784
81,0,606,588,724,237,169,785
82,0,611,583,724,236,169,786
83,0,611,587,723,238,165,786
84,0,606,578,722,237,166,786
85,0,612,576,722,238,166,788
86,0,608,584,721,237,165,788
87,0,602,579,720,237,167,789
88,0,601,590,721,237,164,789
89,0,601,592,720,237,163,789
90,0,597,590,718,237,164,790
91,0,603,598,719,237,168,788
92,0,597,589,714,237,167,789
93,0,616,584,719,237,167,788
94,0,582,548,713,236,167,788
95,0,623,605,720,237,168,785
96,0,586,536,713,242,169,790
97,1,566,525,711,237,165,791
98,1,627,638,723,238,165,792
99,1,630,613,723,239,165,791
100,0,581,496,714,242,165,793
101,0,622,604,725,237,169,792
102,0,637,640,726,237,166,787
103,0,619,611,719,237,166,788
104,0,580,507,713,238,168,792
105,0,598,575,720,239,170,794
106,0,625,626,724,242,173,795
107,0,611,630,716,242,171,793
108,0,603,607,715,243,172,794
109,0,585,573,714,242,171,795
110,0,598,601,714,243,173,795
111,0,609,616,716,243,172,796
112,0,606,603,715,244,175,795
113,0,582,583,715,239,174,795
114,0,587,606,715,239,172,795
115,0,602,604,716,238,170,795
116,0,590,581,714,239,170,794
117,0,593,588,715,240,172,795
118,0,612,600,716,239,168,796
119,0,617,596,716,239,170,795
120,1,624,594,719,239,167,794
121,0,630,604,722,239,169,794
122,0,636,610,725,239,168,794
123,0,637,602,726,238,170,794
124,0,640,603,726,239,172,795
125,0,640,596,725,239,172,794
126,0,637,593,724,239,172,795
127,0,630,599,722,239,172,796
128,0,629,614,722,239,172,796
129,0,625,605,719,239,174,796
130,0,624,597,716,238,174,796
131,0,620,587,715,238,173,794
132,0,622,580,715,238,173,794
133,0,619,579,716,238,174,795
134,0,618,579,715,238,177,794
135,0,615,584,716,239,177,794
136,0,615,584,715,238,176,794
137,0,618,584,715,239,175,794
138,0,623,584,717,239,175,795
139,0,629,588,717,238,175,794
140,0,627,588,717,237,175,794
141,0,630,590,720,238,176,793
142,0,636,594,723,238,175,794
143,1,637,593,724,238,174,793
144,0,643,594,725,238,172,794
145,0,643,595,726,238,172,794
146,0,642,593,723,239,174,794
147,0,633,593,722,238,173,794
148,0,628,600,720,239,176,795
149,0,625,601,719,239,177,794
150,0,622,592,717,238,178,795
151,0,622,583,717,239,179,793
152,1,621,577,717,239,178,793
153,1,620,580,717,239,178,794
154,0,613,570,715,239,178,792
155,1,616,571,716,239,179,791
156,0,617,573,716,239,177,792
157,0,618,569,716,238,178,793
158,0,622,579,717,239,178,792
159,0,619,581,718,241,180,793
160,0,626,585,718,241,179,793
161,0,627,584,718,238,177,792
162,0,632,589,720,239,175,791
163,0,637,589,722,239,176,792
164,0,637,587,722,239,174,792
165,0,643,589,723,239,179,793
166,0,645,588,723,239,178,793
167,0,645,581,723,239,178,793
168,0,634,582,718,239,175,792
169,1,633,590,718,239,174,793
170,1,628,585,717,238,176,794
171,0,624,583,717,237,174,793
172,0,625,590,717,238,174,791
173,1,622,593,717,237,175,789
174,0,615,590,716,237,174,790
175,0,617,593,716,237,174,791
176,0,622,589,717,238,176,789
177,1,621,587,716,238,175,791
178,0,624,586,717,238,176,790
179,0,627,583,717,239,174,791
180,1,631,583,718,238,177,791
181,0,631,584,717,239,176,790
182,0,638,586,718,239,175,791
183,0,640,586,719,238,174,791
184,0,641,588,719,237,172,790
185,1,645,593,723,237,169,791
186,0,646,591,723,237,167,790
187,0,648,593,725,237,164,791
188,0,647,597,724,236,164,790
189,0,647,601,725,237,163,790
190,0,644,596,722,237,162,790
191,0,640,598,721,237,161,790
192,0,635,596,721,237,160,791
193,0,632,596,719,236,161,792
194,0,624,596,719,236,162,791
195,0,620,600,718,236,160,791
196,1,618,594,718,237,161,793
197,1,614,596,718,236,161,791
198,0,610,596,717,237,162,791
199,0,611,594,717,235,163,791
200,0,603,590,717,235,163,791
201,0,603,588,717,235,164,790
202,0,605,588,717,235,163,791
203,0,602,588,717,233,162,793
204,0,602,582,717,235,165,794
205,0,605,574,717,239,166,795
206,0,602,579,717,236,166,793
207,0,601,587,719,235,167,790
208,0,641,594,725,234,166,791
209,1,655,584,723,236,165,792
210,0,653,575,724,237,165,794
211,0,652,577,726,235,163,794
212,0,649,592,727,235,163,792
213,1,645,596,727,235,163,790
214,0,647,604,726,232,155,790
215,0,639,604,723,231,155,790
216,0,632,603,721,232,155,790
217,0,632,609,720,232,160,790
218,0,625,605,718,235,166,790
219,0,617,593,717,235,164,789
220,0,603,600,715,234,161,788
221,0,603,601,712,232,158,787
222,1,600,605,713,243,153,788
223,0,600,614,713,247,162,787
224,0,600,625,714,246,161,787
225,0,596,620,713,247,163,786
226,0,605,616,710,249,160,784
227,0,622,620,699,251,159,763
228,0,637,635,700,255,155,764
229,0,627,620,703,253,157,771
230,0,623,611,706,251,155,776
231,0,637,617,710,251,156,781
232,0,644,622,711,252,154,782
233,1,654,612,714,251,155,781
234,0,657,597,715,252,155,780
235,0,658,602,718,249,155,780
236,0,661,600,718,249,156,778
237,0,660,603,718,250,156,778
238,0,657,604,718,248,156,778
239,0,651,605,719,247,159,780
240,0,649,603,718,247,161,783
241,0,644,595,718,248,160,784
242,1,643,602,718,248,162,784
243,0,642,602,718,248,163,785
244,0,635,590,718,248,165,785
245,0,632,572,717,249,164,786
246,0,634,564,717,250,163,786
247,0,632,553,717,251,165,789
248,0,622,545,718,251,166,791
249,1,611,530,717,251,163,794
250,0,626,527,716,251,165,794
251,0,629,524,715,251,165,794
252,0,638,535,716,251,167,794
253,0,645,545,717,252,166,794
254,0,648,548,719,252,165,793
255,0,649,551,719,251,164,792
256,1,651,556,720,251,162,790
257,0,657,563,720,251,162,791
258,0,658,564,719,251,162,790
259,0,659,568,718,252,158,788
260,1,656,570,719,250,159,787
261,0,649,562,718,250,157,787
262,0,644,563,718,250,158,788
263,0,634,557,718,249,159,789
264,0,641,545,716,249,158,789
265,0,638,531,714,249,157,789
266,0,640,532,715,250,158,789
267,0,636,530,715,249,157,791
268,0,641,521,715,248,159,790
269,1,641,517,715,247,159,789
270,0,646,525,715,248,158,789
271,0,640,527,715,246,156,787
272,0,641,533,715,248,158,789
273,0,643,536,715,247,155,789
274,0,643,538,715,244,153,787
275,1,650,544,718,243,153,787
276,0,625,539,719,229,150,787
277,0,611,526,720,227,146,790
278,1,608,528,728,222,145,797
279,0,600,530,729,213,143,799
280,0,609,536,719,216,141,788
281,0,610,536,703,238,131,747
282,0,611,532,702,249,138,751
