Sample,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6
0,0,423,0,591,0,52,0
1,0,421,0,592,0,53,0
2,0,419,0,596,0,52,0
3,0,421,0,600,0,57,0
4,0,426,0,601,0,58,0
5,0,430,0,602,0,55,0
6,0,432,0,605,0,65,0
7,0,430,0,605,0,64,0
8,0,430,0,607,0,73,0
9,0,429,0,609,0,76,0
10,0,426,0,611,0,82,0
11,0,426,0,611,0,81,0
12,0,449,0,608,0,74,0
13,0,457,0,605,0,64,0
14,0,462,0,602,0,57,0
15,0,464,0,602,0,55,0
16,0,464,0,602,0,59,0
17,0,464,0,593,0,51,0
18,0,463,0,600,0,50,0
19,0,463,0,597,0,50,0
20,0,463,0,597,0,48,0
21,0,461,0,599,0,53,0
22,0,461,0,599,0,51,0
23,0,464,0,601,0,55,0
24,0,464,0,600,0,55,0
25,0,464,0,601,0,55,0
26,0,467,0,601,0,55,0
27,0,465,0,601,0,55,0
28,0,469,0,602,0,57,0
29,0,470,0,602,0,56,0
30,0,471,0,602,0,56,0
31,0,476,0,603,0,57,0
32,0,472,0,601,0,56,0
33,0,473,0,603,0,56,0
34,0,471,0,600,0,57,0
35,0,466,0,601,0,57,0
36,0,469,0,601,0,57,0
37,0,469,0,601,0,57,0
38,0,467,0,600,0,57,0
39,0,467,0,601,0,57,0
40,0,467,0,599,0,58,0
41,0,465,0,600,0,57,0
42,0,465,0,601,0,57,0
43,0,465,0,597,0,54,0
44,0,465,0,600,0,54,0
45,0,465,0,596,0,55,0
46,0,465,0,599,0,54,0
47,0,465,0,599,0,54,0
48,0,466,0,593,0,55,0
49,0,467,0,592,0,55,0
50,0,470,0,591,0,55,0
51,0,469,0,583,0,56,0
52,0,469,0,580,0,55,0
53,0,459,0,572,0,47,0
54,0,458,0,575,0,25,0
55,0,456,0,576,0,31,0
56,0,458,0,576,0,37,0
57,0,421,0,567,0,45,0
58,0,451,0,572,0,40,0
59,0,454,0,570,0,40,0
60,0,455,0,572,0,37,0
61,0,459,0,575,0,23,0
62,0,454,0,567,0,14,0
63,0,458,0,563,0,0,0
64,0,461,0,563,0,18,0
65,0,457,0,563,0,0,0
66,0,466,0,569,0,0,0
67,0,472,0,569,0,0,0
68,0,474,0,570,0,0,0
69,0,479,0,574,0,0,0
70,0,475,0,573,0,5,0
71,0,476,0,571,0,10,0
72,0,475,0,569,0,19,0
73,0,477,0,570,0,24,0
74,0,478,0,570,0,26,0
75,0,472,0,570,0,28,0
76,0,476,0,571,0,28,0
77,0,479,0,572,0,36,0
78,0,481,0,571,0,37,0
79,0,482,0,573,0,36,0
80,0,484,0,573,0,36,0
81,0,481,0,573,0,36,0
82,0,484,0,575,0,35,0
83,0,482,0,572,0,36,0
84,0,481,0,572,0,37,0
85,0,475,0,571,0,36,0
86,0,475,0,573,0,37,0
87,0,476,0,571,0,34,0
88,0,480,0,572,0,37,0
89,0,480,0,571,0,37,0
90,0,480,0,571,0,36,0
91,0,480,0,572,0,32,0
92,0,481,0,572,0,31,0
93,0,479,0,571,0,31,0
94,0,480,0,573,0,31,0
95,0,480,0,572,0,31,0
96,0,480,0,572,0,31,0
97,0,481,0,573,0,32,0
98,0,481,0,572,0,31,0
99,0,481,0,572,0,31,0
100,0,481,0,571,0,30,0
101,0,486,0,573,0,31,0
102,0,484,0,574,0,31,0
103,0,482,0,574,0,31,0
104,0,486,0,573,0,31,0
105,0,488,0,573,0,31,0
106,0,490,0,573,0,32,0
107,0,489,0,572,0,31,0
108,0,491,0,573,0,32,0
109,0,490,0,573,0,31,0
110,0,490,0,575,0,32,0
111,0,486,0,576,0,32,0
112,0,486,0,577,0,32,0
113,0,490,0,576,0,39,0
114,0,485,0,577,0,46,0
115,0,492,0,582,0,49,0
116,0,492,0,579,0,51,0
117,0,490,0,579,0,54,0
118,0,485,0,577,0,56,0
119,0,484,0,576,0,56,0
120,0,483,0,577,0,55,0
121,0,478,0,576,0,54,0
122,0,481,0,576,0,55,0
123,0,475,0,572,0,53,0
124,0,484,0,572,0,53,0
125,0,492,0,572,0,51,0
126,0,493,0,574,0,52,0
127,0,493,0,575,0,51,0
128,0,495,0,571,0,47,0
129,0,498,0,572,0,48,0
130,0,499,0,573,0,48,0
131,0,501,0,572,0,48,0
132,0,505,0,570,0,48,0
133,0,507,0,571,0,48,0
134,0,507,0,570,0,48,0
135,0,511,0,570,0,47,0
136,0,511,0,570,0,48,0
137,0,510,0,571,0,48,0
138,0,510,0,572,0,48,0
139,0,511,0,571,0,47,0
140,0,511,0,572,0,48,0
141,0,513,0,569,0,41,0
142,0,509,0,570,0,41,0
143,0,506,0,564,0,47,0
144,0,502,0,562,0,48,0
145,0,502,0,561,0,51,0
146,0,502,0,566,0,54,0
147,0,496,0,568,0,54,0
148,0,501,0,572,0,54,0
149,0,498,0,569,0,56,0
150,0,480,0,568,0,56,0
151,0,479,0,568,0,58,0
152,0,479,0,567,0,58,0
153,0,472,0,566,0,58,0
154,0,472,0,568,0,57,0
155,0,472,0,565,0,58,0
156,0,473,0,567,0,58,0
157,0,472,0,567,0,58,0
158,0,472,0,566,0,57,0
159,0,472,0,562,0,57,0
160,0,477,0,566,0,56,0
161,0,480,0,565,0,55,0
162,0,482,0,568,0,56,0
163,0,480,0,567,0,58,0
164,0,482,0,568,0,57,0
165,0,480,0,567,0,57,0
166,0,479,0,567,0,55,0
167,0,477,0,566,0,56,0
168,0,472,0,568,0,57,0
169,0,472,0,570,0,57,0
170,0,473,0,570,0,58,0
171,0,467,0,569,0,58,0
172,0,465,0,571,0,58,0
173,0,468,0,571,0,58,0
174,0,471,0,572,0,58,0
175,0,471,0,572,0,58,0
176,0,475,0,572,0,58,0
177,0,469,0,572,0,58,0
178,0,468,0,571,0,58,0
179,0,468,0,570,0,57,0
180,0,473,0,569,0,57,0
181,0,474,0,570,0,56,0
182,0,473,0,569,0,57,0
183,0,471,0,570,0,57,0
184,0,472,0,570,0,56,0
185,0,476,0,570,0,56,0
186,0,477,0,569,0,56,0
187,0,479,0,570,0,57,0
188,0,479,0,571,0,57,0
189,0,480,0,572,0,57,0
190,0,479,0,570,0,55,0
191,0,481,0,571,0,56,0
192,0,482,0,571,0,57,0
193,0,484,0,571,0,56,0
194,0,483,0,572,0,56,0
195,0,487,0,572,0,55,0
196,0,482,0,572,0,53,0
197,0,480,0,571,0,53,0
198,0,480,0,571,0,54,0
199,0,479,0,571,0,55,0
200,0,478,0,572,0,56,0
201,0,480,0,575,0,56,0
202,0,480,0,575,0,56,0
203,0,474,0,576,0,57,0
204,0,480,0,578,0,57,0
205,0,481,0,578,0,58,0
206,0,484,0,580,0,58,0
207,0,486,0,580,0,58,0
208,0,490,0,581,0,58,0
209,0,489,0,581,0,59,0
210,0,481,0,580,0,59,0
211,0,485,0,581,0,59,0
212,0,484,0,576,0,60,0
213,0,486,0,577,0,60,0
214,0,484,0,577,0,60,0
215,0,488,0,577,0,58,0
216,0,489,0,574,0,58,0
217,0,489,0,575,0,58,0
218,0,491,0,574,0,58,0
219,0,493,0,573,0,58,0
220,0,492,0,572,0,57,0
221,0,494,0,572,0,57,0
222,0,499,0,573,0,57,0
223,0,499,0,571,0,58,0
224,0,500,0,571,0,58,0
225,0,500,0,572,0,57,0
226,0,499,0,572,0,57,0
227,0,499,0,572,0,57,0
228,0,500,0,571,0,57,0
