Sample,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6
0,0,254,0,653,20,76,0
1,0,260,0,660,17,86,0
2,0,255,0,662,16,85,0
3,0,247,0,664,16,85,0
4,0,246,0,665,16,79,0
5,0,263,0,669,17,79,0
6,0,270,0,674,18,86,0
7,0,270,0,677,17,87,0
8,0,265,0,674,17,88,0
9,0,260,0,669,17,88,0
10,0,244,0,664,17,88,0
11,0,236,0,658,17,80,0
12,0,250,0,655,17,82,0
13,0,234,0,649,18,81,0
14,0,203,0,630,17,80,0
15,0,116,0,619,17,47,0
16,0,97,0,623,17,45,0
17,0,73,0,584,16,43,0
18,0,62,0,582,27,42,39
19,0,124,0,608,28,47,0
20,0,165,0,617,17,47,0
21,0,121,0,603,16,46,0
22,0,129,0,596,16,47,0
23,0,144,0,592,16,53,0
24,0,131,0,590,16,46,0
25,0,147,0,596,23,47,0
26,0,148,0,604,23,47,0
27,0,148,0,608,23,48,0
28,0,144,0,612,20,48,0
29,0,144,0,612,16,63,0
30,0,151,0,615,19,70,0
31,0,191,0,624,17,70,0
32,0,236,0,627,17,70,0
33,0,254,0,627,18,73,0
34,0,250,0,629,17,74,0
35,0,243,0,628,16,77,0
36,0,245,0,628,16,77,0
37,0,255,0,630,16,73,0
38,0,252,0,635,17,79,0
39,0,259,0,640,17,76,0
40,0,258,0,637,16,80,0
41,0,246,0,636,17,77,0
42,0,247,0,649,17,77,0
43,0,261,0,656,17,75,0
44,0,259,0,655,17,64,0
45,0,250,0,657,16,60,0
46,0,159,0,629,17,49,0
47,0,181,0,642,17,48,0
48,0,262,0,672,17,47,0
49,0,231,0,663,17,48,0
50,0,217,0,661,18,47,0
51,0,172,0,659,18,53,0
52,0,146,0,648,18,47,0
53,0,205,0,667,18,55,0
54,0,234,0,669,18,55,0
55,0,173,0,657,17,61,0
56,0,171,0,643,18,63,0
57,0,209,0,651,17,73,0
58,0,247,0,661,18,71,0
59,0,259,0,666,17,80,0
60,0,224,0,664,16,85,0
61,0,221,0,658,16,88,0
62,0,203,0,649,15,88,0
63,0,203,0,647,15,88,0
64,0,208,0,652,16,85,0
65,0,220,0,657,16,82,0
66,0,220,0,660,15,81,0
67,0,227,0,666,16,81,0
68,0,174,0,652,16,80,0
69,0,158,0,638,16,78,0
70,0,245,0,669,16,78,0
71,0,275,0,683,17,79,0
72,0,169,0,656,16,77,0
73,0,166,0,651,16,78,0
74,0,277,0,680,16,78,0
75,0,287,0,689,16,88,0
76,0,192,0,656,16,77,0
77,0,184,0,634,15,72,0
78,0,292,0,674,16,76,0
79,0,295,0,675,15,78,0
80,0,280,0,663,16,79,0
81,0,259,0,656,15,77,0
82,0,244,0,654,16,79,0
83,0,233,0,654,16,76,0
84,0,231,0,657,16,73,0
85,0,222,0,651,16,73,0
86,0,197,0,643,15,64,0
87,0,188,0,638,16,49,0
88,0,181,0,634,15,54,0
89,0,182,0,634,16,63,0
90,0,160,0,626,16,47,0
91,0,162,0,635,16,47,0
92,0,166,0,636,16,47,0
93,0,163,0,632,15,48,0
94,0,167,0,628,16,68,0
95,0,72,0,631,15,70,0
96,0,0,0,621,13,43,0
97,0,1,0,634,13,30,0
98,0,272,0,683,23,43,0
99,0,281,0,693,32,46,0
100,0,272,0,697,32,45,18
101,0,279,0,698,28,45,0
102,0,278,0,691,22,43,0
103,0,276,0,690,22,46,0
104,0,285,0,693,18,47,0
105,0,291,0,702,15,47,0
106,0,312,0,710,15,47,0
107,0,339,0,713,16,46,0
108,0,327,0,715,16,46,0
109,0,323,0,716,17,46,0
