Sample,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6
0,0,0,209,692,19,18,785
1,0,0,210,691,18,19,785
2,0,0,208,691,19,19,785
3,0,0,210,691,20,20,785
4,0,0,210,691,20,19,785
5,0,0,204,691,19,19,784
6,0,0,205,691,19,20,786
7,0,0,215,690,19,20,784
8,0,0,211,691,20,20,786
9,0,0,215,692,20,21,785
10,0,0,215,692,20,20,785
11,0,0,213,692,21,21,784
12,0,0,213,692,21,21,783
13,0,0,215,692,22,21,782
14,0,0,212,692,21,22,783
15,0,0,211,692,22,22,782
16,0,0,211,692,21,22,782
17,0,0,209,691,21,21,781
18,0,0,211,691,22,22,781
19,0,0,216,692,22,23,781
20,0,0,219,691,22,23,780
21,0,0,214,692,22,23,779
22,0,0,209,692,23,34,779
23,0,0,208,692,22,22,779
24,0,0,205,691,22,22,778
25,0,0,203,692,23,33,777
26,0,0,206,691,23,27,776
27,0,0,203,692,23,33,776
28,0,0,200,692,23,25,775
29,0,0,199,692,22,36,776
30,0,0,201,691,23,34,774
31,0,0,243,691,24,34,774
32,0,0,239,691,24,34,774
33,0,0,236,692,23,34,773
34,0,0,232,692,22,33,773
35,0,0,205,691,22,22,773
36,0,0,208,694,23,23,773
37,0,0,218,695,23,36,772
38,0,0,227,696,24,34,772
39,0,0,224,696,23,34,771
40,0,0,219,698,24,30,773
41,0,0,224,702,25,33,773
42,0,0,232,705,24,31,773
43,0,0,239,705,24,41,773
44,0,0,242,705,24,37,773
45,0,0,236,704,24,36,773
46,0,0,238,704,23,39,772
47,0,0,241,703,23,43,772
48,0,0,246,704,23,42,772
49,0,0,238,704,22,45,771
50,0,0,231,704,21,44,771
51,0,0,232,703,22,44,771
52,0,0,233,704,22,45,772
53,0,0,234,705,22,45,772
54,0,0,239,705,22,46,771
55,0,0,233,705,23,57,772
56,0,0,235,706,22,61,772
57,0,0,239,706,23,63,772
58,0,0,238,706,23,64,772
59,0,0,235,706,22,61,771
60,0,0,243,705,21,45,771
61,0,0,246,705,23,45,771
62,0,0,247,705,23,60,772
63,0,0,247,705,23,63,771
64,0,0,249,706,22,61,772
65,0,0,249,707,22,65,771
66,0,0,248,707,23,63,772
67,0,0,249,707,22,59,771
68,0,0,250,708,22,58,770
69,0,0,246,708,22,49,770
70,0,0,244,708,22,54,769
71,0,0,248,708,22,39,769
72,0,0,249,708,23,40,769
73,0,0,246,707,22,48,769
74,0,0,253,708,23,56,769
75,0,0,251,707,23,60,770
76,0,0,248,706,22,63,769
77,0,0,248,706,22,62,769
78,0,0,249,706,22,61,769
79,0,0,250,706,23,65,769
80,0,0,251,706,22,65,769
81,0,0,247,707,23,66,769
82,0,0,252,706,23,66,769
83,0,0,253,706,23,66,770
84,0,0,254,706,23,66,768
85,0,0,252,707,24,68,768
86,0,0,254,706,24,68,768
87,0,0,246,707,24,68,768
88,0,0,247,708,24,68,768
89,0,0,251,708,24,69,768
90,0,0,247,709,24,72,768
91,0,0,248,709,25,83,769
92,0,0,233,709,24,97,775
93,0,0,157,710,22,108,777
94,0,0,120,711,22,116,779
95,0,0,91,712,22,117,779
96,0,0,21,713,21,117,779
97,0,0,21,714,21,120,777
98,0,0,21,716,22,119,778
99,0,0,21,715,22,118,777
100,0,0,22,716,21,114,777
101,0,0,21,712,22,108,776
102,0,0,22,711,22,113,776
103,0,0,22,712,22,115,777
104,0,0,22,714,22,116,776
105,0,0,21,711,22,119,775
106,0,0,42,710,22,121,775
107,0,0,24,710,21,126,775
108,0,0,50,708,21,118,775
109,0,0,47,708,20,119,775
110,0,0,57,708,21,116,774
111,0,0,59,708,20,116,775
112,0,0,57,707,20,115,774
113,0,0,63,708,20,116,775
114,0,0,65,708,19,115,775
115,0,0,69,707,20,115,775
