Sample,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6
0,0,0,761,472,0,0,0
1,0,0,762,467,0,0,0
2,0,0,764,480,0,0,0
3,0,0,772,483,0,0,0
4,0,0,763,469,0,0,0
5,0,0,765,467,0,0,0
6,0,0,783,428,0,0,0
7,0,0,799,336,0,0,0
8,0,0,802,316,0,0,0
9,0,0,803,305,0,0,0
10,0,0,805,173,0,0,0
11,0,0,802,84,0,0,0
12,0,0,808,124,0,0,0
13,0,0,813,163,0,0,0
14,0,0,815,71,0,0,0
15,0,0,814,59,0,0,0
16,0,0,811,93,0,0,0
17,0,0,806,162,0,0,0
18,0,0,810,185,0,0,0
19,0,0,810,197,0,0,0
20,0,0,809,214,0,0,0
21,0,0,810,223,0,0,0
22,0,0,810,222,0,0,0
23,0,0,810,217,0,0,0
24,0,0,808,212,0,0,0
25,0,0,804,167,0,0,0
26,0,0,804,141,0,0,0
27,0,0,808,138,0,0,0
28,0,0,807,152,0,0,0
29,0,0,804,170,0,0,0
30,0,0,801,175,0,0,0
31,0,0,803,176,0,0,0
32,0,0,806,177,0,0,0
33,0,0,809,188,0,0,0
34,0,0,811,178,0,0,0
35,0,0,813,175,0,0,0
36,0,0,814,172,0,0,0
37,0,0,808,165,0,0,0
38,0,0,807,136,0,0,0
39,0,0,811,89,0,0,0
40,0,0,814,52,0,0,0
41,0,0,818,70,0,0,0
42,0,0,817,44,0,0,0
43,0,0,811,0,0,0,0
44,0,0,813,0,0,0,0
45,0,0,811,0,0,0,0
46,0,0,813,0,0,0,0
47,0,0,820,0,0,0,0
48,0,0,820,77,0,0,0
49,0,0,820,66,0,0,0
50,0,0,820,0,0,0,0
51,0,0,819,0,0,0,0
52,0,0,818,88,0,0,0
53,0,0,818,104,0,0,0
54,0,0,817,122,0,0,0
55,0,0,818,122,0,0,0
56,0,0,819,70,0,0,0
57,0,0,824,0,0,0,0
58,0,0,823,0,0,0,0
59,0,0,820,106,0,0,0
60,0,0,819,138,0,0,0
61,0,0,819,156,0,0,0
62,0,0,819,154,0,0,0
63,0,0,817,151,0,0,0
64,0,0,819,163,0,0,0
65,0,0,818,174,0,0,0
66,0,0,818,177,0,0,0
67,0,0,816,180,0,0,0
68,0,0,816,175,0,0,0
69,0,0,817,174,0,0,0
70,0,0,816,172,0,0,0
71,0,0,817,173,0,0,0
72,0,0,816,173,0,0,0
73,0,0,816,173,0,0,0
74,0,0,816,178,0,0,0
75,0,0,816,179,0,0,0
76,0,0,815,182,0,0,0
77,0,0,814,179,0,0,0
78,0,0,814,178,0,0,0
79,0,0,814,178,0,0,0
80,0,0,814,179,0,0,0
81,0,0,814,179,0,0,0
82,0,0,814,184,0,0,0
83,0,0,814,181,0,0,0
84,0,0,814,176,0,0,0
85,0,0,813,173,0,0,0
86,0,0,814,206,0,0,0
87,0,0,814,225,0,0,0
