Sample,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6
0,0,543,660,540,145,232,689
1,0,557,635,519,139,194,593
2,0,554,521,514,152,226,669
3,0,537,520,514,152,236,688
4,0,556,490,434,180,246,715
5,0,0,646,484,157,228,724
6,0,528,679,466,59,210,721
7,0,0,681,353,42,164,719
8,0,0,709,339,34,148,705
9,0,0,719,353,25,155,657
10,0,0,723,495,43,238,634
11,0,0,685,503,31,241,429
12,0,0,643,528,49,247,446
13,0,532,584,540,39,252,399
14,0,0,621,552,31,255,324
15,0,556,636,551,64,253,346
16,1,556,649,556,52,249,267
17,0,532,689,546,50,254,346
18,0,560,693,548,39,253,199
19,0,0,489,531,52,247,65
20,0,0,459,508,78,261,0
21,0,588,479,533,92,259,0
22,0,0,524,556,96,279,0
23,0,0,501,538,83,278,0
24,0,583,494,532,92,276,52
25,0,584,500,535,86,275,0
26,0,588,497,550,70,276,0
27,0,590,480,552,63,278,0
28,0,593,473,560,65,288,0
29,0,592,480,558,62,289,0
30,0,592,491,561,50,288,0
31,0,591,497,559,60,288,0
32,0,591,491,557,61,284,0
33,0,590,489,543,69,288,0
34,0,584,516,530,68,284,0
35,0,577,541,475,65,288,0
36,0,560,560,458,67,282,164
37,0,545,578,422,60,280,154
38,0,548,616,417,47,279,137
39,0,547,606,404,17,262,0
40,0,558,561,396,17,253,0
41,0,562,554,397,34,254,0
42,0,564,555,382,34,260,0
43,0,563,555,405,47,262,0
44,0,563,551,405,56,264,0
45,0,571,552,413,48,256,0
46,0,576,543,417,47,249,0
47,0,580,527,466,21,241,0
48,0,587,516,468,36,234,0
49,0,590,450,470,70,238,0
50,0,588,509,508,79,262,0
51,0,559,354,500,157,247,417
52,0,544,0,536,246,231,675
53,0,518,0,460,271,222,728
54,0,108,0,0,279,162,757
55,0,0,0,0,292,191,811
56,0,0,0,0,256,282,727
57,0,441,0,226,218,311,550
58,0,611,0,636,224,309,474
59,0,617,0,633,200,332,178
60,0,601,0,569,174,334,0
61,0,606,0,573,177,335,0
62,0,609,0,595,173,331,0
63,0,599,0,585,169,332,0
64,0,602,0,607,169,341,0
65,0,594,0,559,171,332,0
66,0,597,0,580,169,330,0
67,0,597,0,587,170,333,0
68,0,596,0,542,157,310,0
69,0,602,0,554,119,282,0
70,0,592,0,536,95,265,0
71,0,607,0,553,48,287,0
72,0,633,0,568,24,297,0
73,0,687,0,581,109,310,0
74,0,696,0,567,130,330,0
75,0,694,0,576,0,356,0
76,0,675,0,556,0,350,0
77,0,629,0,559,0,308,0
78,0,618,0,620,0,285,0
79,0,626,0,599,0,312,0
80,0,592,0,516,0,304,0
81,0,603,0,526,0,251,0
82,0,544,0,517,0,176,0
83,0,567,0,539,0,180,0
84,0,578,0,549,0,208,0
85,0,580,0,549,0,224,0
86,0,574,0,559,0,231,0
87,0,580,0,560,0,224,0
88,0,576,0,557,0,224,0
89,0,581,0,557,0,219,0
90,0,586,0,564,0,215,0
91,0,605,0,573,0,213,0
92,0,617,0,573,0,213,0
93,0,622,0,571,0,212,0
94,0,619,0,568,0,206,0
95,0,616,0,573,0,187,0
96,0,625,0,572,0,178,0
97,0,624,0,574,0,178,0
98,0,626,0,573,0,178,0
99,0,626,0,573,0,178,0
100,0,627,0,567,0,191,0
101,0,627,0,572,0,195,0
102,0,627,0,573,0,198,0
103,0,628,0,575,0,201,0
104,0,641,0,576,0,204,0
105,0,635,0,575,0,203,0
106,0,630,0,572,0,200,0
107,0,629,0,573,0,199,0
108,0,629,0,573,0,203,0
109,0,630,0,573,0,204,0
110,0,629,0,574,0,206,0
111,0,629,0,573,0,205,0
112,0,628,0,574,0,206,0
113,0,628,0,574,0,206,0
114,0,628,0,574,0,209,0
115,0,628,0,574,0,208,0
116,0,628,0,567,0,210,0
117,0,626,0,566,0,210,0
118,0,625,0,566,0,208,0
119,0,625,0,567,0,208,0
120,0,626,0,565,0,209,0
121,0,617,0,564,0,207,0
122,0,610,0,566,0,208,0
123,0,617,0,568,0,209,0
124,0,619,0,568,0,209,0
125,0,620,0,574,0,208,0
126,0,611,0,571,0,208,0
127,0,610,0,569,0,208,0
128,0,595,0,575,0,209,0
129,0,594,0,577,0,209,0
130,0,594,0,579,0,209,0
131,0,587,0,576,0,209,0
132,0,589,0,577,0,210,0
133,0,591,0,564,0,208,0
134,0,592,0,567,0,209,0
135,0,594,0,571,0,212,0
136,0,590,0,566,0,209,0
137,0,591,0,567,0,211,0
138,0,590,0,564,0,210,0
139,0,589,0,567,0,210,0
140,0,590,0,567,0,209,0
141,0,590,0,560,0,209,0
142,0,591,0,563,0,209,0
143,0,591,0,564,0,211,0
144,0,586,0,565,0,211,0
145,0,592,0,578,0,212,0
146,0,592,0,574,0,212,0
147,0,590,0,576,0,213,0
148,0,578,0,577,0,213,0
149,0,588,0,581,0,213,0
150,0,592,0,582,0,213,0
151,0,586,0,573,0,212,0
152,0,586,0,561,0,192,0
153,0,570,0,550,0,167,0
154,0,563,0,551,0,158,0
155,0,568,0,551,0,164,0
156,0,606,0,557,0,175,0
157,0,606,0,550,0,160,0
158,0,612,0,564,0,169,0
159,0,620,0,564,0,180,0
160,0,609,0,560,0,181,0
161,0,606,0,564,0,181,0
162,0,620,0,558,0,183,0
163,0,617,0,557,0,179,0
164,0,610,0,558,0,178,0
165,0,611,0,550,0,180,0
166,0,615,0,550,0,181,0
167,0,614,0,549,0,182,0
168,0,617,0,552,0,182,0
169,0,612,0,550,0,188,0
170,0,605,0,551,0,184,0
171,0,604,0,552,0,183,0
172,0,598,0,552,0,183,0
173,0,597,0,553,0,184,0
174,0,592,0,553,0,184,0
175,0,583,0,554,0,185,0
176,0,584,0,555,0,186,0
177,0,587,0,555,0,186,0
178,0,592,0,555,0,187,0
179,0,585,0,556,0,185,0
180,0,588,0,559,0,184,0
181,0,591,0,557,0,187,0
182,0,586,0,559,0,184,0
183,0,588,0,558,0,187,0
184,0,589,0,560,0,186,0
185,0,592,0,561,0,186,0
186,0,594,0,561,0,187,0
187,0,593,0,560,0,186,0
188,0,591,0,560,0,185,0
189,0,587,0,560,0,185,0
190,0,586,0,562,0,185,0
191,0,582,0,559,0,186,0
192,0,578,0,563,0,186,0
193,0,576,0,563,0,185,0
194,0,556,0,563,0,186,0
195,0,554,0,531,0,185,0
196,0,545,0,537,0,186,0
197,0,544,69,533,0,185,0
198,0,545,61,537,0,186,0
199,0,545,48,527,0,186,0
200,0,559,0,525,0,187,0
201,0,554,0,515,0,187,0
202,0,551,0,537,0,187,0
203,0,572,0,541,0,186,0
204,0,577,0,555,0,186,0
205,0,572,0,553,0,186,0
206,0,573,0,557,0,186,0
207,0,575,0,558,0,185,0
208,0,575,0,559,0,184,0
209,0,576,0,559,0,186,0
210,0,575,0,557,0,186,0
211,0,574,0,556,0,186,0
212,0,576,0,555,0,186,0
213,0,576,0,557,0,186,0
214,0,573,0,554,0,185,0
215,0,569,0,544,0,186,0
216,0,570,0,546,0,186,0
217,0,571,0,545,0,186,0
218,0,570,0,546,0,186,0
219,0,572,0,544,0,185,0
220,0,571,0,543,0,186,0
221,0,554,0,544,0,186,0
222,0,553,0,546,0,187,0
223,0,546,0,546,0,186,0
224,0,545,7,548,0,187,0
225,0,546,12,552,0,187,0
226,0,547,107,552,0,186,0
227,0,552,107,553,0,186,0
228,0,554,149,555,0,187,0
229,0,556,121,554,0,187,0
230,0,558,106,552,0,186,0
231,0,563,99,553,0,186,0
232,0,561,66,550,0,187,0
233,0,562,78,550,0,186,0
234,0,562,71,553,0,187,0
235,0,561,0,552,0,187,0
236,0,555,0,553,0,188,0
237,0,554,0,552,0,189,0
238,0,554,0,552,0,188,0
239,0,554,0,552,0,187,0
240,0,555,0,553,0,187,0
241,0,553,0,549,0,188,0
242,0,554,0,548,0,188,0
243,0,553,0,548,0,188,0
244,0,553,0,550,0,188,0
245,0,552,0,552,0,189,0
246,0,552,0,549,0,188,0
247,0,549,0,547,0,188,0
248,0,549,0,547,0,188,0
249,0,550,0,548,0,188,0
250,0,547,0,549,0,189,0
251,0,551,0,546,0,189,0
252,0,548,0,551,0,189,0
253,0,548,9,554,0,189,0
254,0,545,88,555,0,188,0
255,0,544,84,557,0,188,0
256,0,545,88,557,0,189,0
257,0,549,88,558,0,189,0
258,0,552,59,555,0,189,0
259,0,554,36,554,0,190,0
260,0,552,0,560,0,185,0
261,0,542,116,557,0,127,0
262,0,543,119,540,0,136,0
263,0,546,108,549,0,152,0
264,0,554,86,546,0,159,0
265,0,546,68,537,0,158,0
266,0,546,71,547,0,153,0
267,0,547,43,535,0,159,0
268,0,548,20,538,0,162,0
269,0,546,49,533,0,162,0
270,0,545,65,533,0,165,0
271,0,545,54,540,0,168,0
272,0,546,64,545,0,166,0
273,0,545,76,549,0,170,0
274,0,546,88,552,0,169,0
275,0,546,112,555,0,171,0
276,0,544,86,559,0,173,0
277,0,544,181,562,0,173,0
278,0,542,207,564,0,174,0
279,0,551,204,569,0,174,0
280,0,553,225,571,0,175,0
281,0,553,151,572,0,176,0
282,0,554,135,569,0,175,0
283,0,556,100,564,0,175,0
284,0,553,96,566,0,175,0
285,0,552,95,567,0,175,0
286,0,551,52,566,0,175,0
287,0,552,64,565,0,176,0
288,0,544,0,561,0,170,0
289,0,547,0,548,0,168,0
290,0,549,0,540,0,166,0
291,0,546,0,541,0,165,0
292,0,545,0,538,0,169,0
293,0,546,0,537,0,169,0
294,0,545,0,543,0,168,0
295,0,546,0,547,0,169,0
296,0,549,0,548,0,170,0
297,0,547,0,553,0,167,0
298,0,549,61,554,0,167,0
299,0,547,88,555,0,170,0
300,0,547,102,558,0,173,0
301,0,549,120,560,0,172,0
302,0,555,130,564,0,173,0
303,0,556,173,565,0,174,0
304,0,556,185,565,0,174,0
305,0,558,190,563,0,176,0
306,0,562,134,564,0,175,0
307,0,559,137,563,0,176,0
308,0,559,129,561,0,177,0
309,0,559,127,559,0,177,0
310,0,555,121,559,0,176,0
311,0,555,122,557,0,174,0
312,0,556,121,557,0,175,0
313,0,560,118,558,0,177,0
314,0,560,113,558,0,176,0
315,0,557,111,556,0,177,0
316,0,557,113,554,0,176,0
317,0,559,110,555,0,176,0
318,0,559,109,555,0,177,0
319,0,556,107,555,0,174,0
320,0,555,112,549,0,177,0
321,0,554,101,548,0,178,0
322,0,555,54,551,0,178,0
323,0,557,99,556,0,175,0
324,0,558,110,563,0,176,0
325,0,555,117,563,0,176,0
326,0,546,128,565,0,176,0
327,0,546,132,568,0,177,0
328,0,544,152,572,0,177,0
329,0,545,246,573,0,177,0
330,0,545,251,572,0,175,0
331,0,549,221,575,0,179,0
332,0,559,200,582,0,177,0
333,0,561,171,584,0,177,0
334,0,565,191,585,0,188,0
335,0,568,220,587,0,188,0
336,0,579,249,586,0,189,0
337,0,584,263,590,0,195,0
338,0,584,245,593,0,192,0
339,0,585,228,597,0,186,0
340,0,584,260,598,0,188,0
341,0,581,263,596,0,185,0
342,0,584,257,596,0,176,0
343,0,578,254,594,0,173,0
344,0,581,234,585,0,173,0
345,0,581,219,583,0,172,0
346,0,581,216,576,0,168,0
347,0,581,241,575,0,171,0
348,0,581,193,575,0,172,0
