Sample,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6
0,0,140,0,273,0,0,0
1,0,134,0,279,0,0,0
2,0,126,0,280,0,0,0
3,0,132,0,277,0,0,0
4,0,134,0,270,0,0,0
5,0,127,14,272,0,0,0
6,0,140,0,266,0,0,0
7,0,156,0,269,0,0,0
8,0,160,0,275,0,0,0
9,0,194,0,281,0,0,0
10,0,201,0,277,0,0,0
11,0,210,0,278,0,0,0
12,0,209,0,281,0,0,0
13,0,184,0,279,0,0,0
14,0,184,0,280,0,0,0
15,0,162,0,276,0,0,0
16,0,162,0,277,0,0,0
17,0,164,0,278,0,0,0
18,0,141,0,277,0,0,0
19,0,129,0,285,0,0,0
20,0,185,0,302,0,0,0
21,0,201,0,304,0,0,0
22,0,205,0,288,0,0,0
23,0,245,0,310,0,0,0
24,0,259,0,316,0,0,0
25,0,249,0,316,0,0,0
26,0,208,0,337,0,0,0
27,0,147,0,343,0,0,0
28,0,141,0,368,0,0,0
29,0,97,0,381,0,0,0
30,0,112,0,374,0,0,0
31,0,130,0,316,0,0,0
32,0,169,0,314,0,0,0
33,0,254,98,309,0,0,0
34,0,308,102,324,0,0,0
35,0,317,0,313,0,0,0
36,0,176,0,286,0,0,0
37,0,95,0,288,0,0,0
38,0,115,0,308,0,0,0
39,0,137,0,312,0,0,0
40,0,128,0,311,0,0,0
41,0,138,0,317,0,0,0
42,0,126,0,319,0,0,0
43,0,94,0,320,0,0,0
44,0,115,0,293,0,0,0
45,0,32,0,290,0,0,0
46,0,0,0,294,0,0,0
47,0,0,0,298,0,0,0
48,0,42,0,306,0,0,0
49,0,44,0,330,0,0,0
50,0,0,0,324,0,0,0
51,0,0,0,319,0,0,0
52,0,0,0,325,0,0,0
53,0,0,0,312,0,0,0
54,0,0,0,285,0,0,0
55,0,0,0,287,0,0,0
56,0,0,0,284,0,0,0
57,0,0,0,310,0,0,0
58,0,0,0,289,0,0,0
59,0,0,0,294,0,0,0
60,0,0,0,310,0,0,0
61,0,0,183,310,0,0,0
62,0,0,233,293,0,0,0
63,0,0,317,258,0,0,0
64,0,0,278,260,0,0,0
65,0,0,360,258,0,0,0
66,0,0,346,260,0,0,0
67,0,0,272,260,0,0,0
68,0,0,310,261,0,0,0
69,0,0,332,263,0,0,0
70,0,0,393,264,0,0,0
71,0,0,468,267,0,0,0
72,0,0,514,307,0,0,0
73,0,0,538,290,0,0,0
74,0,0,510,292,0,0,0
75,0,0,388,299,0,0,0
76,0,0,402,308,0,0,0
77,0,0,368,295,0,0,0
78,0,0,340,308,0,0,0
79,0,0,358,283,0,0,0
80,0,0,352,292,0,0,0
81,0,0,278,304,0,0,0
82,0,60,280,304,0,0,0
83,0,60,338,284,0,0,0
84,0,52,420,304,0,0,0
85,0,23,394,303,0,0,0
86,0,0,399,279,0,0,0
87,0,0,370,263,0,0,0
88,0,0,384,264,0,0,0
89,0,0,411,265,0,0,0
90,0,0,412,266,0,0,0
91,0,0,422,266,0,0,0
92,0,0,414,258,0,0,0
93,0,0,403,256,0,0,0
94,0,0,395,246,0,0,0
95,0,0,432,267,0,0,0
96,0,0,378,274,0,0,0
97,0,61,485,262,0,0,0
98,0,73,471,261,0,0,0
99,0,71,345,238,0,0,0
100,0,72,384,245,0,0,0
101,0,43,293,233,0,0,0
102,0,56,324,234,0,0,0
103,0,61,209,243,0,0,0
104,0,67,204,246,0,0,0
105,0,112,209,229,0,0,0
106,0,129,186,253,0,0,0
107,0,146,179,233,0,0,0
108,0,146,191,250,0,0,0
109,0,139,180,231,0,0,0
110,0,134,195,230,0,0,0
111,0,112,187,223,0,0,0
112,0,102,200,225,0,0,0
113,0,95,202,229,0,0,0
114,0,96,213,223,0,0,0
115,0,72,227,227,0,0,0
116,0,67,215,232,0,0,0
117,0,69,206,225,0,0,0
118,0,59,205,228,0,0,0
119,0,35,158,225,0,0,0
120,0,0,212,229,0,0,0
121,0,0,334,228,0,0,0
122,0,0,366,217,0,0,0
123,0,0,429,223,0,0,0
124,0,67,471,220,0,0,0
125,0,0,478,218,0,0,0
126,0,0,482,220,0,0,0
127,0,62,495,228,0,0,0
128,0,40,454,221,0,0,0
129,0,52,415,223,0,0,0
130,0,42,309,217,0,0,0
131,0,0,301,225,0,0,0
132,0,55,371,208,0,0,0
133,0,103,298,211,0,0,0
134,0,106,201,203,0,0,0
135,0,65,85,216,0,0,0
136,0,62,173,234,0,0,0
137,0,63,89,241,0,0,0
138,0,71,85,248,0,0,0
139,0,72,187,270,0,0,0
140,0,119,252,262,0,0,0
141,0,226,296,246,0,0,0
142,0,224,357,234,0,0,0
143,0,76,266,250,0,0,0
144,0,0,175,254,0,0,0
145,0,223,214,252,0,0,0
146,0,337,214,254,0,0,0
147,0,308,311,255,0,0,0
148,0,162,438,255,0,0,0
149,0,0,433,253,0,0,0
150,0,31,420,243,0,0,0
151,0,82,401,242,0,0,0
152,0,41,374,242,0,0,0
153,0,70,395,239,0,0,0
154,0,127,413,229,0,0,0
155,0,187,413,216,0,0,0
156,0,163,410,236,0,0,0
157,0,160,387,230,0,0,0
158,0,132,389,240,0,0,0
159,0,154,302,243,0,0,0
160,0,206,324,247,0,0,0
161,0,247,386,252,0,0,0
162,0,219,410,244,0,0,0
163,0,224,383,246,0,0,0
164,0,177,394,252,0,0,0
165,0,182,400,240,0,0,0
166,0,271,436,254,0,0,0
167,0,294,422,252,0,0,0
168,0,255,398,253,0,0,0
169,0,125,399,252,0,0,0
170,0,106,391,254,0,0,0
171,0,0,417,249,0,0,0
172,0,0,467,245,0,0,0
173,0,0,480,228,0,0,0
174,0,58,499,249,0,0,0
175,0,112,505,237,0,0,0
176,0,224,547,218,0,0,0
177,0,247,562,196,0,0,0
178,0,290,530,192,0,0,0
179,0,321,534,209,0,0,0
180,0,315,535,204,0,0,0
181,0,313,525,227,0,0,0
182,0,316,526,208,0,0,0
183,0,280,480,188,0,0,0
184,0,285,462,217,0,0,0
185,0,231,433,227,0,0,0
186,0,210,422,224,0,0,0
187,0,246,483,217,0,0,0
188,0,321,499,221,0,0,0
189,0,327,531,221,0,0,0
190,0,247,532,232,0,0,0
191,0,252,538,236,0,0,0
192,0,279,544,248,0,0,0
193,0,299,285,190,0,0,0
194,0,364,373,242,0,0,0
195,0,376,418,217,0,0,0
196,0,457,411,222,0,0,0
197,0,420,416,227,0,0,0
198,0,355,372,227,0,0,0
199,0,343,348,219,0,0,0
200,0,288,400,230,0,0,0
201,0,318,406,220,0,0,0
202,0,361,424,227,0,0,0
203,0,333,435,244,0,0,0
204,0,297,427,269,0,0,0
