Sample,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6
0,0,546,0,0,179,168,0
1,0,558,0,0,184,170,0
2,0,572,0,0,183,171,0
3,0,576,0,0,182,180,0
4,0,576,0,0,181,182,0
5,0,580,0,0,180,182,0
6,0,583,0,0,181,182,0
7,0,585,0,0,180,185,0
8,0,587,0,0,180,186,0
9,0,589,0,0,180,188,0
10,0,592,0,0,180,192,0
11,0,591,0,0,182,199,0
12,0,593,0,0,176,195,0
13,0,593,0,0,178,197,0
14,0,593,0,0,179,192,0
15,0,595,0,0,178,201,0
16,0,595,0,0,177,201,0
17,0,597,0,0,174,202,0
18,0,597,0,0,173,201,0
19,0,597,0,0,171,203,0
20,0,597,0,0,171,200,0
21,0,598,0,0,172,199,0
22,0,598,0,0,172,201,0
23,0,600,0,0,172,201,0
24,0,599,0,0,172,199,0
25,0,605,0,0,170,198,0
26,0,606,0,0,171,198,0
27,0,607,0,0,169,196,0
28,0,610,0,0,171,198,0
29,0,607,0,0,172,196,0
30,0,605,0,0,172,198,0
31,0,607,0,0,172,200,0
32,0,607,0,0,173,200,0
33,0,606,0,0,176,201,0
34,0,605,0,0,176,200,0
35,0,606,0,0,175,199,0
36,0,609,0,0,172,198,0
37,0,608,0,0,172,199,0
38,0,609,0,0,171,199,0
39,0,609,0,0,171,198,0
40,0,611,0,0,170,196,0
41,0,611,0,0,171,196,0
42,0,613,0,0,171,195,0
43,0,610,0,0,171,195,0
44,0,609,0,0,171,197,0
45,0,609,0,0,171,201,0
46,0,609,0,0,172,200,0
47,0,608,0,0,171,195,0
48,0,609,0,0,171,194,0
49,0,608,0,0,171,189,0
50,0,607,0,0,172,193,0
51,0,607,0,0,172,191,0
52,0,606,0,0,171,192,0
53,0,604,0,0,170,191,0
54,0,603,0,0,172,188,0
55,0,602,0,0,174,188,0
56,0,602,0,0,174,188,0
57,0,605,0,0,175,187,0
58,0,611,0,0,173,186,0
59,0,612,0,0,173,185,0
60,0,609,0,0,172,186,0
61,0,609,0,0,170,190,0
62,0,610,0,0,171,187,0
63,0,608,0,0,172,186,0
64,0,607,0,0,172,185,0
65,0,608,0,0,173,186,0
66,0,606,0,0,172,188,0
67,0,603,0,0,173,186,0
68,0,605,0,0,173,187,0
69,0,600,0,0,174,187,0
70,0,607,0,0,174,188,0
71,0,605,0,0,176,189,0
72,0,602,0,0,177,192,0
73,0,600,0,0,177,189,0
74,0,601,0,0,178,189,0
75,0,599,0,0,177,185,0
76,0,600,0,0,172,184,0
77,0,602,0,0,172,187,0
78,0,603,0,0,171,185,0
79,0,602,0,0,172,185,0
80,0,602,0,0,168,185,0
81,0,602,0,0,169,185,0
82,0,604,0,0,165,178,0
83,0,608,0,0,167,184,0
84,0,607,0,0,165,181,0
85,0,607,0,0,164,182,0
86,0,607,0,0,164,181,0
87,0,606,0,0,164,182,0
88,0,607,0,0,164,179,0
89,0,606,0,0,166,182,0
90,0,604,0,0,166,183,0
91,0,605,0,0,167,183,0
92,0,605,0,0,170,184,0
93,0,605,0,0,171,182,0
94,0,605,0,0,170,179,0
95,0,606,0,0,169,180,0
96,0,606,0,0,169,177,0
97,0,606,0,0,169,175,0
98,0,605,0,0,166,176,0
99,0,606,0,0,167,176,0
100,0,606,0,0,168,178,0
101,0,607,0,0,168,180,0
102,0,608,0,0,170,182,0
103,0,608,0,0,170,182,0
104,0,608,0,0,169,182,0
105,0,608,0,0,171,182,0
106,0,608,0,0,171,179,0
107,0,607,0,0,169,179,0
108,0,606,0,0,169,180,0
109,0,606,0,0,170,179,0
110,0,606,0,0,170,180,0
111,0,607,0,0,170,178,0
112,0,607,0,0,169,178,0
113,0,607,0,0,170,179,0
114,0,606,0,0,169,179,0
115,0,608,0,0,170,180,0
116,0,608,0,0,168,179,0
117,0,607,0,0,169,180,0
