Sample,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6
0,0,62,1,1,38,141,249
1,2,2,1,1,38,134,239
2,0,0,1,1,37,122,235
3,1,1,1,1,36,124,236
4,0,46,1,1,35,125,247
5,2,10,1,1,34,125,259
6,0,10,1,1,34,136,261
7,1,43,1,2,35,134,259
8,0,1,1,1,33,123,250
9,2,2,2,2,31,121,245
10,0,0,1,0,30,116,234
11,2,2,2,1,32,117,234
12,0,46,1,1,30,123,246
13,1,53,2,2,30,124,246
14,0,52,0,1,28,123,236
15,1,57,2,2,25,118,216
16,1,87,1,0,22,119,214
17,2,101,2,2,24,126,231
18,0,102,1,1,24,126,233
19,2,101,2,2,24,127,234
20,1,101,1,0,24,126,237
21,13,115,17,17,37,143,267
22,1,107,0,0,24,134,241
23,1,108,2,2,25,133,240
24,0,111,1,1,23,133,241
25,1,110,2,2,25,135,243
26,0,108,1,1,24,136,242
27,2,111,2,2,25,137,246
28,1,111,0,1,23,137,247
29,2,111,2,1,24,136,248
30,0,110,1,0,34,145,259
31,11,123,1,0,23,136,251
32,1,116,2,2,24,136,253
33,0,114,1,1,23,136,250
34,1,114,2,1,24,137,253
35,1,113,0,0,24,136,258
36,2,109,1,1,24,135,260
37,0,109,1,0,23,135,257
38,1,106,2,2,25,136,259
39,0,101,0,1,24,134,258
40,1,102,1,1,24,135,260
41,1,100,1,1,23,135,260
42,2,93,1,2,25,134,261
43,0,92,0,1,23,133,262
44,2,98,1,2,25,136,263
45,0,97,1,1,24,135,262
46,1,94,2,2,25,133,264
47,1,83,1,1,24,130,263
48,2,85,2,2,25,127,259
49,0,88,0,0,24,121,255
50,1,88,0,0,25,119,246
51,0,83,0,0,23,116,235
52,1,83,1,1,25,117,233
53,0,82,0,0,23,114,227
54,1,85,1,1,25,116,226
55,0,81,0,0,24,115,225
56,27,111,31,27,50,138,250
57,0,68,1,1,25,114,227
58,2,61,2,2,26,114,228
59,0,57,1,1,24,114,224
60,2,53,2,2,25,114,227
61,0,47,0,0,27,113,225
62,1,48,1,1,27,113,226
63,0,43,0,0,26,112,226
64,1,32,1,1,27,113,227
65,0,0,0,0,26,114,228
66,1,1,2,1,26,113,232
67,0,0,0,0,25,111,232
68,2,2,2,2,25,112,233
69,0,0,0,0,24,111,234
70,1,2,2,2,26,111,235
71,0,0,0,0,24,109,234
72,1,2,2,2,26,109,236
73,0,0,1,1,24,110,236
74,2,2,1,1,25,111,237
75,0,0,0,0,25,107,236
76,1,1,2,2,25,108,238
77,0,0,1,0,25,107,237
78,1,2,1,1,26,108,238
79,0,0,0,0,24,105,239
80,1,2,2,2,26,105,239
81,0,0,0,0,25,104,240
82,2,1,1,1,26,104,242
83,0,0,0,0,25,101,242
84,1,1,1,1,25,100,243
85,0,0,1,0,24,100,243
86,1,1,2,2,26,105,244
87,0,0,0,0,25,98,243
88,1,2,1,1,26,106,243
89,0,0,1,0,25,107,244
90,2,1,1,1,26,110,245
91,0,0,0,0,24,110,245
92,1,1,1,1,25,111,246
93,0,0,1,0,24,110,245
94,1,2,2,1,25,112,247
95,0,0,0,0,24,111,247
96,14,14,28,41,66,149,275
97,1,1,0,1,25,112,249
98,1,1,2,1,26,113,250
99,0,0,1,1,25,111,248
100,1,2,2,1,27,111,250
101,0,0,0,0,25,109,249
102,2,2,1,2,26,111,250
103,0,0,1,1,25,109,248
104,2,2,2,2,26,111,250
105,0,1,1,0,25,108,249
106,2,1,2,2,26,105,249
107,0,0,1,1,25,104,248
108,1,2,2,1,25,105,249
109,0,0,0,1,24,102,248
110,1,1,2,2,25,101,248
111,0,0,0,1,24,101,246
112,1,2,2,1,25,104,249
113,0,0,0,0,25,103,248
114,2,1,1,1,26,105,248
115,0,0,0,0,25,104,247
116,1,2,2,2,26,104,248
117,0,1,1,0,25,103,247
118,1,1,1,2,26,104,248
119,0,0,0,0,24,103,247
120,2,2,1,2,26,105,248
121,0,0,1,0,25,102,248
122,2,2,1,1,26,104,249
123,0,1,0,0,25,103,248
124,1,1,1,2,29,105,249
125,0,0,1,1,27,107,249
126,1,2,1,2,28,109,250
127,0,0,1,1,27,110,249
128,1,1,2,1,27,113,251
129,0,0,0,0,25,112,250
130,0,1,1,1,27,112,252
131,0,0,0,0,27,112,251
132,1,1,1,1,28,114,253
133,0,0,0,0,26,112,252
134,1,1,1,1,28,110,252
135,0,0,0,0,26,109,253
136,1,1,0,1,28,105,254
137,0,0,0,0,26,96,253
138,0,1,1,1,26,96,254
139,0,0,0,0,28,106,262
140,1,0,12,13,37,105,264
141,13,13,12,12,57,127,279
142,0,0,0,0,25,89,253
143,1,1,1,1,26,88,256
144,0,0,0,0,26,88,255
145,1,1,1,1,28,90,255
146,0,0,0,0,27,88,255
147,1,1,1,1,28,89,256
148,0,0,0,0,27,88,256
149,1,1,1,1,28,89,256
150,0,0,0,0,27,88,257
151,1,1,1,1,28,88,259
152,0,0,0,0,26,88,258
153,1,1,1,1,27,88,260
154,0,0,0,0,26,87,261
155,1,1,1,1,26,88,264
156,0,0,0,0,26,86,264
157,0,1,1,1,27,87,265
158,0,0,0,0,26,87,267
159,1,0,1,1,27,88,269
160,0,0,0,0,29,86,270
161,1,1,1,0,31,89,270
162,0,0,0,0,30,88,270
163,0,0,0,1,33,90,271
164,0,0,0,0,34,88,271
165,1,1,1,0,34,88,270
166,0,0,0,0,32,88,270
167,1,1,1,1,33,89,271
168,0,0,0,0,32,86,271
169,1,1,1,0,31,88,271
170,0,0,0,0,29,87,271
171,0,1,1,1,28,88,271
172,0,0,0,0,26,87,270
173,0,1,1,1,28,87,270
174,0,0,0,0,27,86,270
175,0,0,1,1,27,86,271
176,0,0,0,0,26,84,269
177,1,1,0,1,27,83,264
178,0,0,0,0,26,82,259
179,0,0,1,1,27,80,252
180,0,0,0,0,26,77,243
181,0,1,1,0,27,81,241
182,0,0,0,0,27,86,241
183,0,1,1,1,31,88,243
184,0,0,0,0,31,95,245
185,1,0,1,1,34,102,254
186,0,0,0,0,34,105,261
187,1,0,1,1,34,106,266
188,0,0,0,0,33,99,266
189,1,1,0,0,38,103,270
190,0,0,0,0,36,103,272
191,0,1,0,1,38,102,272
192,0,0,0,0,38,101,272
193,0,1,1,0,41,97,272
194,0,0,0,0,39,101,274
195,1,1,0,1,41,103,276
196,0,0,0,0,39,104,276
197,1,0,1,1,39,106,277
198,0,0,0,0,38,103,276
199,1,1,0,1,37,101,277
200,0,0,0,0,35,101,277
201,0,1,1,1,37,102,278
202,0,0,0,0,35,96,277
203,1,1,0,1,36,88,277
204,0,0,0,0,35,89,278
205,1,1,1,1,35,88,279
206,0,0,0,0,35,86,279
207,1,1,1,0,36,86,279
208,0,0,0,0,36,82,278
209,0,0,1,1,36,87,280
210,0,0,0,0,35,81,279
211,0,1,1,1,36,82,280
212,0,0,0,0,35,81,279
213,1,0,0,1,36,81,280
214,0,0,0,0,36,81,280
215,1,1,1,1,36,83,281
216,0,0,0,0,35,85,280
217,1,0,1,1,35,80,281
218,0,0,0,0,34,81,280
219,1,0,1,1,36,84,281
220,0,0,0,0,37,84,280
221,0,0,1,1,39,85,282
222,10,32,34,34,71,118,299
223,1,0,1,1,41,90,282
224,0,0,0,0,39,90,282
225,0,0,1,1,42,92,282
226,0,0,0,0,42,91,282
227,1,1,1,1,43,92,282
228,0,0,0,0,42,92,282
229,1,1,1,2,43,91,282
230,0,0,0,0,41,87,281
231,1,1,1,1,41,88,283
232,0,0,0,0,38,88,282
233,1,1,1,1,39,87,282
234,0,0,0,0,35,88,282
235,0,1,1,1,36,88,283
236,0,0,0,0,35,87,282
237,1,1,2,1,36,87,282
238,11,13,1,0,35,86,282
239,0,1,2,1,35,87,283
240,0,0,0,0,35,84,282
241,1,1,1,1,35,85,283
242,0,0,0,0,35,85,282
243,0,1,1,1,35,85,283
244,0,0,0,0,35,85,282
245,0,2,2,1,36,87,283
246,0,0,0,0,35,88,282
247,1,0,1,2,35,88,282
248,0,0,0,0,46,96,290
249,9,13,13,12,47,97,283
250,12,12,15,2,36,88,283
251,0,0,0,0,38,87,282
252,1,1,0,0,39,89,283
253,0,0,1,0,37,90,282
254,0,0,1,2,40,93,283
255,0,0,0,0,39,94,282
256,0,1,1,1,40,98,283
257,0,0,0,0,40,97,282
258,1,1,1,1,40,92,282
259,0,0,0,0,40,92,282
260,0,1,1,1,40,92,283
261,0,0,0,0,39,90,283
262,1,1,1,2,39,90,283
263,0,0,0,0,37,91,282
264,1,1,1,1,38,92,283
265,0,0,0,1,36,90,283
266,1,1,1,2,35,92,283
267,0,0,0,0,33,91,283
268,0,0,2,1,34,92,284
269,0,0,0,0,33,91,283
270,1,1,2,1,33,91,283
271,0,0,0,0,32,91,282
272,1,1,2,1,33,92,283
273,0,0,0,0,33,87,283
274,1,1,2,1,34,89,283
275,0,0,0,0,33,87,282
276,2,2,1,1,34,88,284
277,0,1,1,0,33,88,283
278,2,2,2,2,35,88,284
279,0,0,1,1,33,87,283
280,1,1,2,2,35,88,284
281,0,0,1,1,34,86,283
282,2,1,1,2,37,88,284
283,0,1,1,0,37,87,283
284,2,1,1,2,38,89,284
285,0,1,0,1,38,88,284
286,2,2,2,2,39,89,284
287,0,1,0,0,40,88,284
288,2,2,2,1,41,92,285
289,0,0,0,0,40,92,283
