Sample,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6
0,0,439,0,0,17,148,0
1,0,427,0,0,16,141,0
2,0,415,0,0,16,139,0
3,0,409,0,0,16,147,0
4,0,405,0,0,16,138,0
5,0,407,0,0,16,137,0
6,0,409,0,0,16,148,0
7,0,409,0,0,17,155,0
8,0,411,0,0,18,147,0
9,0,413,0,0,17,144,0
10,0,412,0,0,16,146,0
11,0,409,0,0,17,145,0
12,0,408,0,0,16,142,0
13,0,406,0,0,17,141,0
14,0,409,0,0,17,139,0
15,0,411,0,0,16,137,0
16,0,393,0,0,16,138,0
17,0,384,0,0,16,138,0
18,0,384,0,0,17,136,0
19,0,381,0,0,17,136,0
20,0,384,0,0,17,133,0
21,0,390,0,0,17,132,0
22,0,390,0,0,17,132,0
23,0,370,0,0,16,128,0
24,0,369,0,0,17,129,0
25,0,383,0,0,17,130,0
26,0,389,0,0,17,130,0
27,0,404,0,0,17,129,0
28,0,406,0,0,17,129,0
29,0,387,0,0,17,129,0
30,0,381,0,0,17,130,0
31,0,381,0,0,17,127,0
32,0,404,0,0,18,126,0
33,0,409,0,0,17,125,0
34,0,411,0,0,17,129,0
35,0,407,0,0,18,123,0
36,0,364,0,0,18,116,0
37,0,360,0,0,18,119,0
38,0,407,0,0,18,121,0
39,0,432,0,0,17,122,0
40,0,447,0,0,18,126,0
41,0,449,0,0,18,108,0
42,0,459,0,0,17,117,0
43,0,461,0,0,17,122,0
44,0,459,0,0,18,92,0
45,0,416,0,0,17,89,0
46,0,434,0,0,18,100,0
47,0,445,0,0,18,120,0
48,0,459,0,0,16,125,0
49,0,461,0,0,17,125,0
50,0,442,0,0,18,125,0
51,0,419,0,0,18,124,0
52,0,419,0,0,18,123,0
53,0,451,0,0,17,124,0
54,0,420,0,0,18,124,0
55,0,420,0,0,18,126,0
56,0,451,0,0,18,125,0
57,0,456,0,0,18,125,0
58,0,463,0,0,17,129,0
59,0,462,0,0,17,130,0
60,0,463,0,0,18,130,0
61,0,464,0,0,17,131,0
62,0,464,0,0,17,135,0
63,0,463,0,0,17,135,0
64,0,464,0,0,17,130,0
65,0,460,0,0,17,126,0
66,0,463,0,0,18,125,0
67,0,463,0,0,17,126,0
68,0,459,0,0,17,123,0
69,0,456,0,0,18,121,0
70,0,455,0,0,17,122,0
71,0,453,0,0,17,122,0
72,0,423,0,0,17,123,0
73,0,422,0,0,17,124,0
74,0,423,0,0,17,121,0
75,0,428,0,0,18,121,0
76,0,430,0,0,17,123,0
77,0,430,0,0,17,123,0
78,0,428,0,0,16,120,0
79,0,427,0,0,18,122,0
80,0,445,0,0,17,122,0
81,0,448,0,0,17,121,0
82,0,449,0,0,18,124,0
83,0,443,0,0,17,120,0
84,0,428,0,0,17,120,0
85,0,432,0,0,17,124,0
86,0,442,0,0,17,124,0
87,0,449,0,0,18,126,0
88,0,440,0,0,16,125,0
89,0,430,0,0,17,125,0
90,0,431,0,0,17,125,0
91,0,428,0,0,18,125,0
92,0,430,0,0,17,124,0
93,0,432,0,0,17,124,0
94,0,429,0,0,18,123,0
