Sample,FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6
0,0,0,0,0,218,0,69
1,0,0,0,0,217,0,0
2,0,0,0,0,216,0,0
3,0,0,0,0,220,0,0
4,0,0,0,0,220,0,0
5,0,0,0,0,220,0,0
6,0,0,0,0,221,0,0
7,0,0,0,0,220,0,0
8,0,0,0,0,220,0,0
9,0,0,0,0,219,0,0
10,0,0,0,0,221,0,0
11,0,0,0,0,221,0,0
12,0,0,0,0,220,0,0
13,0,0,0,0,220,0,0
14,0,0,0,0,220,0,0
15,0,0,0,0,220,0,0
16,0,0,0,0,221,0,0
17,0,0,0,0,220,0,0
18,0,0,0,0,221,0,0
19,0,0,0,0,220,0,0
20,0,0,0,0,221,0,0
21,0,0,0,0,220,0,0
22,0,0,0,0,220,0,0
23,0,0,0,0,219,0,0
24,0,0,0,0,219,0,0
25,0,0,0,0,217,0,0
26,0,0,0,0,219,0,0
27,0,0,0,0,219,0,0
28,0,0,0,0,219,0,0
29,0,0,0,0,223,0,0
30,0,0,0,0,222,0,0
31,0,0,0,0,223,0,0
32,0,0,0,0,223,0,0
33,0,0,0,0,224,0,0
34,0,0,0,0,224,0,0
35,0,0,0,0,224,0,0
36,0,0,0,0,223,0,0
37,0,0,0,0,223,0,0
38,0,0,0,0,220,0,0
39,0,0,0,0,221,0,0
40,0,0,0,0,224,0,0
41,0,0,0,0,224,0,0
42,0,0,0,0,224,0,0
43,0,0,0,0,222,0,0
44,0,0,0,0,219,0,0
45,0,0,0,0,221,0,0
46,0,0,0,0,221,0,0
47,0,0,0,0,222,0,0
48,0,0,0,0,221,0,0
49,0,0,0,0,221,0,0
50,0,0,0,0,221,0,0
51,0,0,0,0,221,0,0
52,0,0,0,0,221,0,0
53,0,0,0,0,222,0,0
54,0,0,0,0,222,0,0
55,0,0,0,0,223,0,0
56,0,0,0,0,222,0,0
57,0,0,0,0,222,0,0
58,0,0,0,0,223,0,71
59,0,0,0,0,224,0,96
60,0,0,0,0,224,0,99
61,0,0,0,0,224,0,104
62,0,0,0,0,224,0,117
63,0,0,0,0,224,1,132
64,0,0,0,0,224,0,138
65,0,0,0,0,224,0,134
66,0,0,0,1,224,1,137
67,0,0,2,1,225,2,141
68,0,0,2,2,225,2,158
69,0,0,3,2,225,2,166
70,0,0,2,2,222,2,162
71,0,0,2,2,223,2,165
72,0,0,3,2,223,3,169
73,0,0,3,2,223,3,166
74,0,0,2,2,222,2,170
75,0,0,2,2,222,3,169
76,0,0,2,2,221,3,173
77,0,0,3,2,221,2,177
78,0,0,3,3,222,1,176
79,0,0,3,2,222,3,174
80,0,0,2,2,222,2,176
81,0,0,1,2,220,2,173
82,0,0,2,2,220,2,176
83,0,0,1,1,222,1,174
84,0,0,1,2,223,1,174
85,0,0,1,1,222,1,174
86,0,0,1,1,219,1,174
87,0,0,1,0,221,1,174
88,0,0,0,0,219,1,159
89,0,0,1,1,213,0,150
90,0,0,0,0,210,0,133
91,0,0,0,0,202,0,116
92,0,0,0,0,211,0,107
93,0,0,0,0,210,0,95
94,0,0,0,0,213,0,0
95,0,0,0,0,210,0,0
96,0,0,0,0,211,0,0
97,0,0,0,0,211,0,0
98,0,0,0,0,213,0,0
99,0,0,0,0,213,0,63
100,0,0,0,0,214,0,89
101,0,0,0,0,214,0,107
102,0,0,0,0,216,0,126
103,0,0,0,0,217,0,133
104,0,0,0,0,218,0,135
105,0,0,0,0,219,0,152
106,0,0,0,0,220,0,168
107,0,0,0,0,220,0,165
108,0,0,0,0,220,0,177
109,0,0,0,0,220,0,182
110,0,0,0,0,220,0,175
111,0,0,0,0,220,0,178
112,0,0,0,0,220,0,180
113,0,0,0,0,221,0,180
114,0,0,0,0,221,0,178
115,0,0,0,0,220,0,185
116,0,0,0,0,221,0,188
117,0,0,0,0,222,0,189
118,0,0,0,0,221,0,190
119,0,0,0,0,221,0,194
120,0,0,0,0,222,0,191
121,0,0,0,0,222,0,189
122,0,0,0,0,221,0,188
123,0,0,0,0,221,0,186
124,0,0,0,0,222,0,186
125,0,0,0,0,222,0,186
126,0,0,0,0,221,0,188
127,0,0,0,0,222,0,192
128,0,0,0,0,223,0,186
129,0,0,0,0,222,0,190
130,0,0,0,0,223,0,194
131,0,0,0,0,224,0,193
132,0,0,0,0,224,0,194
133,0,0,0,0,224,0,198
134,0,0,0,0,225,0,196
135,0,0,0,0,225,0,195
136,0,0,0,0,225,0,201
137,0,0,0,0,225,0,200
138,0,0,0,0,225,0,207
139,0,0,0,0,225,0,209
140,0,0,0,0,225,0,210
141,0,0,0,0,226,0,211
142,0,0,0,0,225,0,209
143,0,0,0,0,225,0,207
144,0,0,0,0,225,0,209
145,0,0,0,0,225,0,213
146,0,0,0,0,225,0,213
147,0,0,0,0,225,0,214
148,0,0,0,0,225,0,214
149,0,0,0,0,224,0,212
150,0,0,0,0,225,0,217
151,0,0,1,0,224,1,219
152,0,0,0,0,225,0,218
153,0,0,0,0,225,0,217
154,0,0,0,0,225,0,217
155,0,0,0,0,225,0,216
156,0,0,0,0,224,0,216
157,0,0,0,0,225,0,216
158,0,0,0,0,225,0,216
159,0,0,0,0,225,0,219
160,0,0,0,0,224,0,216
161,0,0,0,0,225,0,215
162,0,0,0,0,225,0,218
163,0,0,0,0,225,0,218
164,0,0,0,0,225,0,219
165,0,0,0,0,224,0,218
166,0,0,0,0,224,0,212
167,0,0,0,0,225,0,209
168,0,0,0,0,225,0,213
169,0,0,0,0,225,0,214
170,0,0,0,0,225,0,216
171,0,0,0,0,225,0,219
